,Step,Value
0,180,0.8000000119209291
1,240,0.7900000125169755
2,400,0.8005000118911267
3,420,0.7804750115945936
4,450,0.7814512616109104
5,560,0.7923786985303649
6,710,0.77275976390187
7,740,0.7841217757067764
8,940,0.7949156869214377
9,1060,0.7851699037674587
10,1260,0.7959114085790857
11,1550,0.8061158381501314
12,1580,0.8058100468386713
13,1670,0.8155195444967377
14,1830,0.8147435678679472
15,1850,0.8040063906666427
16,2290,0.8138060711333106
17,2340,0.8231157675766451
18,2490,0.8319599791978128
19,2550,0.820361981430015
20,2600,0.8293438823585143
21,2670,0.827876688836635
22,2730,0.8164828555868962
23,3080,0.8056587139996442
24,3100,0.7853757785976853
25,3180,0.7661069899658243
26,3390,0.7678016410635795
27,3470,0.7694115596064469
28,3670,0.770940982222171
29,4210,0.7823939331110624
30,4220,0.7932742364555093
31,4390,0.8036105246327339
32,4420,0.8034299989971436
33,4450,0.7932585002393793
34,4600,0.7835955764195032
35,4630,0.794415797598528
36,4640,0.794695008314648
37,4740,0.794960258494962
38,4930,0.8052122455702139
39,5140,0.8149516332917032
40,5310,0.8142040522231645
41,5360,0.8234938496120063
42,5630,0.832319157131406
43,5730,0.8307031998708821
44,5790,0.839168039877338
45,5860,0.8472096378834711
46,5870,0.8548491559892976
47,6200,0.8621066981898327
48,6220,0.8590013638763875
49,6340,0.8660512956825681
50,6410,0.842748731196463
51,6420,0.8506112946366399
52,6440,0.8580807299048079
53,6470,0.8551766940056139
54,6490,0.8624178593053332
55,6610,0.8492969675321594
56,6710,0.8568321191555515
57,7140,0.8639905131977739
58,7220,0.8607909881339316
59,7300,0.867751438727235
60,7390,0.8643638673869197
61,7520,0.8611456746136201
62,7560,0.8580883914789855
63,7650,0.8651839719050363
64,7690,0.8719247733097845
65,7710,0.8783285346442953
66,7730,0.8844121079120805
67,7800,0.8901915025164765
68,7850,0.8956819273906527
69,7870,0.8908978316171665
70,7920,0.876352941228401
71,7940,0.8725352947630274
72,7980,0.878908530024876
73,8020,0.8749631041196786
74,8080,0.8612149501057875
75,8090,0.8581542031965446
76,8320,0.8552464936327637
77,8360,0.852484169547172
78,8690,0.8598599610698134
79,8760,0.8668669630163228
80,8820,0.8735236148655067
81,8960,0.8698474347182777
82,9000,0.8663550635784103
83,9070,0.8530373115915827
84,9090,0.8603854460120036
85,9170,0.8673661737114035
86,9310,0.8739978650258333
87,9320,0.8502979720725649
88,9420,0.8577830734689367
89,9450,0.8648939197954898
90,9540,0.8716492238057153
91,9620,0.8780667626154296
92,9710,0.8841634244846581
93,9720,0.8799552538564717
94,9780,0.8759574917596945
95,9790,0.8721596177677562
96,9840,0.8785516368793684
97,10020,0.8746240556314464
98,10050,0.8808928528498741
99,10140,0.8868482102073804
100,10440,0.8825058002930578
101,10570,0.8783805108744513
102,10630,0.8744614859267752
103,10660,0.8707384122264828
104,10680,0.8772014916151587
105,10720,0.8633414182264936
106,10780,0.8701743473151689
107,10830,0.8666656305454569
108,10930,0.873332349018184
109,10990,0.8796657315672748
110,11040,0.8756824455849574
111,11140,0.8818983233057096
112,11560,0.8778034077364706
113,11600,0.8739132379456935
114,11610,0.8802175760484089
115,11620,0.8862066972459884
116,11800,0.891896362383689
117,11930,0.8973015442645045
118,12060,0.9024364670512792
119,12320,0.9073146436987153
120,12440,0.901948912109826
121,12550,0.9068514665043347
122,12580,0.9015088937751644
123,12610,0.8964334496824526
124,12810,0.90161177719833
125,12870,0.9065311883384135
126,12940,0.9112046289214928
127,13000,0.9156443974754181
128,13160,0.9098621781976937
129,13190,0.914369069287809
130,13300,0.9186506158234186
131,13330,0.9227180850322476
132,13360,0.9065821819727281
133,13370,0.9112530728740917
134,13850,0.9156904192303872
135,13880,0.9099058988649142
136,13910,0.9144106039216685
137,13920,0.9086900743216315
138,14140,0.91325557060555
139,14260,0.9175927920752724
140,14360,0.9117131530675553
141,14400,0.9161274954141775
142,14650,0.9203211206434686
143,14660,0.9243050646112951
144,14770,0.9180898119767769
145,14850,0.9221853213779381
146,14890,0.9260760553090411
147,14910,0.9197722531396355
148,15230,0.9137836410787001
149,15270,0.9180944590247652
150,15520,0.9121897366695734
151,15680,0.9165802498360947
152,15690,0.9207512373442899
153,15840,0.9147136760731218
154,15880,0.9089779928655122
155,16040,0.9135290932222365
156,16050,0.9178526385611246
157,16270,0.9119600072291149
158,16320,0.9163620068676591
159,16370,0.9205439065242762
160,16400,0.9045167123901553
161,16450,0.9092908767706476
162,16480,0.9138263329321152
163,16600,0.908135016881556
164,16680,0.892728267229571
165,16750,0.8880918544641389
166,16820,0.8836872623369784
167,16910,0.8895028992201295
168,16950,0.8850277548551695
169,16970,0.8807763677084575
170,16990,0.876737549919081
171,17020,0.8629006736152198
172,17090,0.8697556399344588
173,17180,0.8762678579377359
174,17280,0.8824544650408491
175,17320,0.8883317417888067
176,17340,0.8839151552954128
177,17370,0.8797193981266885
178,17420,0.8857334282203541
179,17450,0.8914467568093364
180,17460,0.8968744189688695
181,17660,0.9020306980204261
182,17750,0.9069291631194049
183,17810,0.9115827049634346
184,17880,0.9160035697152629
185,17890,0.9202033912294997
186,17980,0.9241932216680246
187,18050,0.9279835605846234
188,18260,0.9215843831514386
189,18300,0.9255051639938667
190,18400,0.9092299069862663
191,18440,0.9037684122329994
192,18530,0.9085799916213495
193,18660,0.913150992040282
194,18690,0.9174934424382679
195,18750,0.9216187703163545
196,18770,0.9255378318005368
197,19110,0.92926094021051
198,19170,0.9327978931999845
199,19340,0.9361579985399853
200,19440,0.9293500992090324
201,19470,0.9328825942485808
202,19490,0.9362384645361518
203,19670,0.9394265413093442
204,19810,0.942455214243877
205,19830,0.9453324535316832
206,20010,0.948065830855099
207,20050,0.950662539312344
208,20130,0.9531294123467268
209,20300,0.9554729417293905
210,20360,0.9576992946429209
211,20600,0.9498143305068213
212,20730,0.9323236151735731
213,20760,0.9357074344148945
214,20770,0.9389220626941497
215,20790,0.9419759595594422
216,20810,0.9348771621775166
217,20850,0.9381333040686408
218,20890,0.9412266388652087
219,20960,0.9441653069219483
220,21110,0.9369570421718973
221,21450,0.9301091906593489
222,21490,0.9336037311263815
223,21560,0.9269235451661089
224,21650,0.9305773679078034
225,21770,0.9340484995124133
226,21870,0.9273460751328391
227,21890,0.9309787713761971
228,21910,0.9244298334034337
229,21960,0.9082083429253548
230,21990,0.9027979263751335
231,22070,0.8976580306524232
232,22110,0.8927751297158485
233,22310,0.8881363738261024
234,22360,0.8937295551347973
235,22370,0.8890430779741039
236,22390,0.8845909246714451
237,22420,0.8903613784378728
238,22460,0.8858433101120256
239,22470,0.8715511457985171
240,22540,0.8779735885085913
241,22570,0.8840749090831618
242,22620,0.8898711636290036
243,22810,0.8953776054475535
244,22910,0.8906087257712223
245,22970,0.8960782894826612
246,23030,0.8912743756045746
247,23070,0.8967106568243458
248,23190,0.9018751239831285
249,23200,0.9067813677839721
250,23450,0.9114422993947735
251,23540,0.9058701850210813
252,23890,0.9105766757700272
253,23900,0.9150478419815259
254,23920,0.8992954510745425
255,24360,0.9043306785208153
256,24440,0.8991141451908209
257,24510,0.8841584391233727
258,24530,0.8799505177632505
259,24550,0.885952991875088
260,24600,0.8716553434734264
261,24850,0.8780725762997551
262,24860,0.8841689474847674
263,24960,0.889960500110529
264,24980,0.8954624751050025
265,25030,0.8906893519457988
266,25170,0.8961548843485089
267,25230,0.9013471401310834
268,25320,0.9062797831245293
269,25470,0.9009657945643492
270,25510,0.9059175048361318
271,25530,0.9106216295943251
272,25780,0.9150905481146089
273,25900,0.9193360207088784
274,26000,0.9233692196734345
275,26060,0.9272007586897628
276,26230,0.9308407207552747
277,26290,0.9242986853135574
278,26300,0.9280837510478795
279,26440,0.9316795634954855
280,26500,0.9250955859167577
281,26550,0.9288408066209198
282,26780,0.9323987662898738
283,26850,0.9357788279753801
284,26900,0.9289898871726575
285,27030,0.9325403928140247
286,27100,0.9359133731733235
287,27250,0.9391177045146573
288,27370,0.9421618192889244
289,27400,0.9450537283244782
290,27540,0.9478010419082543
291,27890,0.9504109898128416
292,27900,0.9528904403221995
293,27910,0.9552459183060895
294,28090,0.957483622390785
295,28240,0.9496094418672921
296,28720,0.9521289697739275
297,28810,0.9545225212852311
298,28900,0.9567963952209695
299,28960,0.9389565766520138
300,29170,0.9320087484154596
301,29190,0.9354083109946866
302,29200,0.9186378966370451
303,29670,0.9227060018051928
304,29750,0.9265707017149332
305,29980,0.9302421666291865
306,30070,0.91373005948982
307,30110,0.918043556515329
308,30150,0.9221413786895626
309,30270,0.9260343097550845
310,30300,0.9297325942673302
311,30380,0.9232459651500101
312,30410,0.9270836668925097
313,30650,0.9307294835478842
314,30690,0.93419300937049
315,30710,0.9174833600940584
316,30990,0.9216091920893554
317,31220,0.9155287330809341
318,31370,0.9197522964268874
319,31450,0.923764681605543
320,31500,0.9275764475252659
321,31550,0.9311976251490026
322,31610,0.9346377438915525
323,31770,0.9379058566969749
324,31950,0.9410105638621261
325,31960,0.9439600356690198
326,32030,0.9467620338855688
327,32060,0.9394239327873368
328,32300,0.94245273614797
329,32330,0.9353300999366179
330,32400,0.938563594939787
331,32430,0.9416354151927977
332,32440,0.9345536450292042
333,32460,0.937825962777744
334,32470,0.9409346646388568
335,32720,0.943887931406914
336,32810,0.9466935348365683
337,33050,0.9393588586907863
338,33130,0.9323909163522934
339,33270,0.9257713711307252
340,33280,0.9294828025741889
341,33450,0.9230086630415258
342,33740,0.916858230485496
343,33760,0.9210153189612211
344,33860,0.9149645536092065
345,34030,0.9192163259287461
346,34080,0.9232555096323088
347,34300,0.9270927341506934
348,34380,0.9207380980392051
349,34490,0.9247011931372449
350,34510,0.9284661334803826
351,34580,0.9320428268063635
352,34640,0.9354406854660453
353,34710,0.9286686517887894
354,34770,0.9322352191993499
355,34800,0.9356234582393824
356,34970,0.9388422853274133
357,35090,0.9419001710610426
358,35120,0.9448051625079905
359,35190,0.947564904382591
360,35350,0.9501866591634615
361,35370,0.9526773262052883
362,35430,0.9550434598950239
363,35470,0.9572912869002728
364,35630,0.9594267225552592
365,35800,0.9614553864274962
366,36000,0.9533826177021678
367,36180,0.9557134868170595
368,36200,0.9579278124762065
369,36220,0.9600314218523962
370,36250,0.9620298507597764
371,36280,0.9639283582217876
372,36450,0.9657319403106982
373,36560,0.9674453432951633
374,36700,0.9690730761304052
375,37000,0.9706194223238849
376,37020,0.9520884523997835
377,37260,0.9544840297797943
378,37300,0.9567598282908046
379,37320,0.9589218368762644
380,37380,0.9609757450324512
381,37410,0.9629269577808286
382,37430,0.9647806098917872
383,37520,0.9665415793971978
384,37590,0.9682145004273379
385,37720,0.9598037760020175
386,37800,0.9518135877979631
387,37930,0.9542229084080649
388,37950,0.9565117629876616
389,37980,0.9586861748382786
390,38140,0.9607518660963646
391,38190,0.9427142739836393
392,38210,0.9455785602844573
393,38310,0.9382996328662808
394,38350,0.9413846512229668
395,38640,0.9343154192578649
396,38690,0.9375996482949717
397,38760,0.940719665880223
398,39200,0.9436836825862119
399,39280,0.9464994984569013
400,39350,0.929174524726149
401,39390,0.9327157984898415
402,39500,0.9360800085653495
403,39560,0.939276008137082
404,39620,0.9323122083262744
405,39840,0.9356965979099606
406,39950,0.9389117680144626
407,40000,0.9419661796137395
408,40090,0.9448678706330526
409,40100,0.9476244771014
410,40220,0.95024325324633
411,40330,0.9527310905840135
412,40360,0.9550945360548129
413,40460,0.9573398092520722
414,40930,0.9594728187894686
415,40980,0.9614991778499952
416,40990,0.9634242189574954
417,41090,0.9552530086056671
418,41820,0.9574903581753837
419,41930,0.9596158402666146
420,41940,0.9616350482532839
421,41960,0.9535532964366662
422,41980,0.9558756316148329
423,42010,0.9580818500340913
424,42020,0.9601777575323868
425,42270,0.9521688702518138
426,42320,0.9545604267392231
427,42350,0.956832405402262
428,42430,0.9489907857281953
429,42540,0.9415412470378319
430,42630,0.9344641852819867
431,42660,0.9177409772099803
432,42670,0.9218539283494812
433,42820,0.9257612319320071
434,42980,0.9294731703354068
435,43040,0.9329995118186364
436,43080,0.9363495362277046
437,43170,0.9295320600123658
438,43190,0.9330554570117475
439,43280,0.9364026841611601
440,43320,0.9395825499531021
441,43430,0.942603422455447
442,43690,0.9454732513326747
443,43780,0.9481995887660409
444,43930,0.9407896099237854
445,44000,0.9437501294275961
446,44060,0.9465626229562163
447,44100,0.9492344918084055
448,44110,0.9417727678140316
449,44300,0.94468412942333
450,44330,0.9474499229521636
451,44690,0.9500774268045554
452,44750,0.9425735560603741
453,44900,0.9454448782573553
454,44920,0.938172634940534
455,45090,0.9412640031935073
456,45100,0.944200803033832
457,45290,0.9369907634781869
458,45300,0.9401412253042776
459,45330,0.9231341652311565
460,45420,0.9269774569695988
461,45530,0.9306285841211188
462,45780,0.9240971555111093
463,45810,0.9278922977355538
464,45920,0.9314976828487761
465,45950,0.9349227987063373
466,45970,0.9381766587710204
467,45990,0.9212678270245622
468,46110,0.9252044356733341
469,46280,0.9289442138896674
470,46490,0.932497003195184
471,46560,0.9358721530354248
472,46640,0.9390785453836535
473,46680,0.9421246181144709
474,46750,0.9450183872087473
475,46760,0.9477674678483099
476,46770,0.9503790944558944
477,46870,0.9528601397330997
478,47130,0.9552171327464447
479,47180,0.9574562761091224
480,47340,0.9495834628997127
481,47450,0.952104289754727
482,47490,0.9544990752669907
483,47500,0.9567741215036412
484,47580,0.9589354154284591
485,47640,0.9609886446570362
486,47670,0.9629392124241843
487,47760,0.9647922518029751
488,47800,0.9665526392128264
489,47870,0.9682250072521851
490,47880,0.9698137568895758
491,47940,0.9613230696411434
492,48000,0.9532569167551327
493,48020,0.955594070917376
494,48050,0.9578143673715073
495,48400,0.9599236490029319
496,48520,0.9519274671488318
497,48710,0.9543310937913903
498,48730,0.9566145391018207
499,48940,0.9487838127427761
500,49140,0.9513446221056373
501,49380,0.9437773915964018
502,49410,0.9465885220165817
503,49540,0.9492590959157526
504,49620,0.951796141119965
505,49710,0.9542063340639668
506,49740,0.9564960173607685
507,49760,0.9586712164927301
508,49770,0.9607376556680937
509,50210,0.962700772884689
510,50270,0.9645657342404546
511,50300,0.9663374475284319
512,50370,0.9580205757480567
513,50500,0.9601195469606538
514,50520,0.9621135696126212
515,50530,0.9640078911319901
516,50600,0.9658074965753907
517,50780,0.9675171217466212
518,51010,0.9691412656592902
519,51060,0.9706842023763257
520,51260,0.9721499922575094
521,51280,0.973542492644634
522,51340,0.9648653686084487
523,51600,0.9666221001780263
524,51650,0.968290995169125
525,51820,0.9698764454106688
526,52000,0.9713826231401353
527,52080,0.9728134919831286
528,52310,0.9741728173839722
529,52350,0.9754641765147736
530,52390,0.9766909676890349
531,52400,0.9778564193045831
532,52660,0.978963598339354
533,52890,0.9800154184223863
534,53180,0.9710146480973134
535,53290,0.9724639156924477
536,53450,0.9738407199078254
537,53590,0.9751486839124341
538,53600,0.9763912497168125
539,53800,0.9775716872309719
540,54040,0.9786931028694232
541,54200,0.9697584483219985
542,54390,0.9712705259058986
543,54420,0.9727069996106037
544,54470,0.9740716496300735
545,54840,0.9753680671485698
546,54910,0.9765996637911414
547,54950,0.9777696806015843
548,55010,0.9788811965715051
549,55070,0.9799371367429298
550,55120,0.9709402805018298
551,55150,0.9723932664767383
552,55170,0.9637736037489478
553,55410,0.9555849241575468
554,55490,0.9578056779496694
555,55660,0.959915394052186
556,55710,0.9619196243495767
557,55730,0.9638236431320979
558,55850,0.965632460975493
559,55870,0.9673508379267184
560,55930,0.9689832960303825
561,56050,0.9705341312288633
562,56100,0.9720074246674202
563,56200,0.9634070540300956
564,56300,0.9652367013285909
565,56580,0.9669748662621613
566,56600,0.9686261229490533
567,56640,0.9701948168016006
568,56790,0.9716850759615205
569,57200,0.9731008221634445
570,57230,0.9744457810552722
571,57410,0.9757234920025086
572,57590,0.9769373174023832
573,57760,0.978090451532264
574,57790,0.9791859289556508
575,57840,0.9802266325078682
576,57890,0.9812153008824748
577,58070,0.982154535838351
578,58080,0.9830468090464335
579,58250,0.9838944685941118
580,58280,0.9846997451644062
581,58350,0.9754647585022322
582,58620,0.9766915205771206
583,58640,0.9778569445482646
584,58710,0.9689640979168977
585,58890,0.9705158930210529
586,58980,0.9719900983700003
587,59070,0.9733905934515003
588,59170,0.9747210637789252
589,59280,0.975985010589979
590,59320,0.9571857612525729
591,59330,0.9593264731899442
592,59520,0.961360149530447
593,59570,0.9632921420539247
594,59590,0.9651275349512284
595,59630,0.966871158203667
596,59720,0.95852760088953
597,59900,0.9606012208450535
598,60100,0.9625711598028008
599,60150,0.9644426018126608
600,60240,0.9562204723180743
601,60300,0.9584094487021706
602,60310,0.9604889762670621
603,60350,0.962464527453709
604,60380,0.9643413010810236
605,60600,0.9661242360269724
606,60780,0.9578180248216702
607,60820,0.9599271235805867
608,60870,0.9619307674015574
609,61030,0.9638342290314795
610,61050,0.9656425175799056
611,61150,0.9673603917009104
612,61210,0.9689923721158649
613,61230,0.9705427535100716
614,61290,0.972015615834568
615,61310,0.9734148350428395
616,61330,0.9747440932906976
617,61450,0.9760068886261627
618,61470,0.9772065441948545
619,61490,0.9683462175811582
620,61720,0.9699289067021003
621,61810,0.9714324613669952
622,61840,0.9728608382986454
623,62000,0.9642177969797596
624,62110,0.9660069071307716
625,62130,0.9677065617742331
626,62190,0.9693212336855215
627,62320,0.9708551720012454
628,62370,0.9723124134011831
629,62440,0.973696792731124
630,62500,0.9750119530945678
631,62630,0.9762613554398394
632,62890,0.9774482876678474
633,63120,0.9685758738805015
634,63160,0.9701470801864764
635,63170,0.9716397261771527
636,63240,0.973057739868295
637,63410,0.9744048528748803
638,63520,0.9756846102311363
639,63630,0.9769003797195794
640,63700,0.9780553607336004
641,63760,0.9791525926969205
642,64000,0.9701949636581209
643,64550,0.9716852154752148
644,64590,0.9531009558935469
645,64720,0.9554459080988695
646,64870,0.957673612693926
647,64950,0.9597899320592297
648,64960,0.9618004354562683
649,65000,0.9637104136834549
650,65100,0.9655248929992821
651,65200,0.967248648349318
652,65210,0.9688862159318521
653,65220,0.9704419051352595
654,65300,0.9719198098784966
655,65500,0.9733238193845718
656,65740,0.9646576290113896
657,65810,0.9664247475608202
658,65840,0.948103511374872
659,65940,0.9506983358061284
660,66030,0.953163419015822
661,66060,0.9555052480650309
662,66160,0.9577299856617794
663,66210,0.9598434863786904
664,66570,0.9618513120597559
665,66660,0.9637587464567682
666,66680,0.9655708091339298
667,66720,0.9672922686772333
668,66780,0.9689276552433717
669,66810,0.9704812724812031
670,66880,0.971957208857143
671,66960,0.9733593484142858
672,66990,0.9746913809935716
673,67070,0.9759568119438929
674,67110,0.9771589713466983
675,67150,0.9783010227793634
676,67380,0.9793859716403952
677,67420,0.9804166730583754
678,67490,0.9813958394054567
679,67530,0.9823260474351839
680,67640,0.9832097450634247
681,67760,0.9840492578102535
682,67920,0.9748467955157873
683,68170,0.9761044557399979
684,68320,0.977299232952998
685,68460,0.9784342713053481
686,68540,0.9795125577400807
687,68620,0.9805369298530767
688,68680,0.9815100833604229
689,68690,0.9824345791924017
690,68950,0.9833128502327817
691,69090,0.9841472077211426
692,69340,0.9849398473350854
693,69510,0.9856928549683311
694,69630,0.9864082122199146
695,69660,0.9870878016089188
696,69720,0.9877334115284729
697,69900,0.9883467409520493
698,69920,0.9889294039044468
699,70100,0.9794829343052709
700,70140,0.9805087875900074
701,70350,0.981483348210507
702,70390,0.9824091807999816
703,70460,0.9832887217599825
704,70590,0.9741242862680298
705,70650,0.9554180731467212
706,70790,0.9576471694893852
707,70910,0.959764811014916
708,71060,0.9617765704641702
709,71140,0.9636877419409617
710,71150,0.9655033548439137
711,71370,0.967228187101718
712,71410,0.9688667777466321
713,71550,0.9704234388593005
714,71670,0.9719022669163355
715,71680,0.9733071535705188
716,71750,0.9746417958919928
717,71890,0.9759097060973932
718,71950,0.9771142207925236
719,72020,0.9782585097528974
720,72040,0.969345584861299
721,72130,0.970878305618234
722,72150,0.9723343903373223
723,72160,0.9737176708204561
724,72350,0.9750317872794333
725,72380,0.9762801979154616
726,72470,0.9774661880196885
727,72600,0.9785928786187041
728,72840,0.979663234687769
729,73000,0.9806800729533806
730,73110,0.9816460693057115
731,73290,0.9825637658404259
732,73390,0.9834355775484046
733,73400,0.9842637986709843
734,73460,0.9850506087374351
735,73530,0.9857980783005633
736,73570,0.9865081743855352
737,73580,0.9871827656662584
738,73590,0.9878236273829455
739,73810,0.9884324460137982
740,73820,0.9890108237131083
741,73860,0.9895602825274529
742,73880,0.9900822684010803
743,73970,0.9905781549810263
744,74010,0.9810492478280214
745,74300,0.9819967854366203
746,74310,0.9828969461647893
747,74400,0.9837520988565498
748,74430,0.9845644939137224
749,74500,0.9853362692180363
750,74600,0.9860694557571344
751,74610,0.9867659829692778
752,74630,0.9874276838208139
753,74680,0.9880562996297733
754,74740,0.9886534846482846
755,74780,0.9892208104158704
756,74800,0.9897597698950769
757,74960,0.990271781400323
758,75020,0.9907581923303068
759,75030,0.9812202833098379
760,75110,0.982159269144346
761,75300,0.9830513056871287
762,75470,0.9838987404027723
763,75730,0.9847038033826336
764,75960,0.9754686138095484
765,76090,0.976695183119071
766,76120,0.9778604239631175
767,76430,0.9789674027649616
768,76440,0.9800190326267135
769,76600,0.9810180809953779
770,76610,0.981967176945609
771,76710,0.9828688180983285
772,76740,0.983725377193412
773,76760,0.9845391083337415
774,76870,0.9853121529170544
775,76930,0.9860465452712017
776,76960,0.9867442180076417
777,77000,0.9874070071072596
778,77180,0.9880366567518967
779,77190,0.9886348239143018
780,77230,0.9892030827185867
781,77260,0.9897429285826573
782,77280,0.9902557821535245
783,77420,0.9907429930458482
784,77460,0.9912058433935558
785,77570,0.991645551223878
786,77600,0.9920632736626841
787,77800,0.9924601099795499
788,77880,0.9928371044805724
789,77980,0.9731952504486366
790,77990,0.9745354879262048
791,78100,0.9758087135298946
792,78330,0.9770182778533999
793,78380,0.9781673639607299
794,78550,0.9792589957626934
795,78990,0.9802960459745587
796,79000,0.9812812436758307
797,79040,0.9822171814920392
798,79080,0.9831063224174372
799,79260,0.9839510062965654
800,79320,0.9847534559817371
801,79750,0.9855157831826503
802,79830,0.9862399940235178
803,79910,0.9869279943223419
804,79920,0.9875815946062249
805,80090,0.9882025148759136
806,80220,0.9887923891321179
807,80260,0.989352769675512
808,80370,0.9898851311917364
809,80490,0.9903908746321496
810,80520,0.9908713309005421
811,80540,0.9913277643555151
812,80580,0.9917613761377393
813,80660,0.9921733073308523
814,81260,0.9925646419643097
815,81320,0.9929364098660942
816,81330,0.9932895893727895
817,81500,0.9936251099041501
818,81570,0.9939438544089426
819,81800,0.9942466616884955
820,81840,0.9945343286040708
821,81950,0.9948076121738673
822,81980,0.9950672315651738
823,82150,0.9953138699869152
824,82210,0.9955481764875694
825,82340,0.995770767663191
826,82540,0.9959822292800314
827,82630,0.9861831184120763
828,82790,0.9868739624914725
829,82810,0.987530264366899
830,82900,0.988153751148554
831,82990,0.9887460635911263
832,83070,0.98930876041157
833,83270,0.9898433223909915
834,83290,0.9903511562714419
835,83320,0.9908335984578698
836,83340,0.9912919185349763
837,83400,0.9917273226082275
838,83520,0.9921409564778161
839,83530,0.9925339086539253
840,83600,0.9929072132212291
841,83630,0.9932618525601676
842,83680,0.9935987599321593
843,83750,0.9939188219355514
844,83770,0.9942228808387737
845,84280,0.9845117373928814
846,84390,0.9752861511192839
847,84420,0.9765218435633196
848,84470,0.9776957513851536
849,84630,0.9788109638158959
850,84670,0.9798704156251011
851,84680,0.9708768954398925
852,84700,0.9723330506678979
853,84800,0.9637163987305494
854,84840,0.9555305793900684
855,84880,0.9577540504205649
856,84970,0.9498663484955832
857,84980,0.9423730316668504
858,85030,0.9452543800835078
859,85070,0.9479916610793324
860,85080,0.9505920780253658
861,85230,0.9530624741240975
862,85540,0.9554093504178927
863,85660,0.9576388828969981
864,85730,0.9597569387521482
865,85780,0.9617690918145407
866,85920,0.9636806372238137
867,86010,0.965496605362623
868,86160,0.9672217750944919
869,86270,0.9688606863397673
870,86340,0.970417652022779
871,86350,0.97189676942164
872,86440,0.9733019309505581
873,86820,0.9746368344030302
874,86850,0.9759049926828787
875,86870,0.9771097430487348
876,86900,0.978254255896298
877,86910,0.9793415431014831
878,86950,0.980374465946409
879,87270,0.9813557426490885
880,87410,0.9822879555166341
881,87680,0.9631735589328952
882,87740,0.9650148809862504
883,87780,0.9567641375329844
884,87960,0.9589259306563351
885,88010,0.9609796341235184
886,88160,0.9529306530133889
887,88190,0.9552841203627194
888,88220,0.9575199143445834
889,88430,0.9596439186273542
890,88540,0.9616617226959865
891,88670,0.9635786365611871
892,88680,0.9653997047331278
893,88780,0.9671297194964714
894,88810,0.9587732341176943
895,88850,0.9608345724118096
896,89020,0.9627928437912191
897,89040,0.9646532016016581
898,89070,0.9564205421176216
899,89280,0.9585995150117406
900,89300,0.9606695392611535
901,89350,0.9626360622980958
902,89460,0.964504259183191
903,89540,0.9662790462240315
904,89580,0.9679650939128299
905,89750,0.9595668398132349
906,89810,0.9615884978225732
907,89910,0.9535090735274909
908,89930,0.9558336198511164
909,89990,0.9580419388585606
910,90040,0.9601398419156326
911,90090,0.962132849819851
912,90120,0.9640262073288585
913,90270,0.9658248969624156
914,90280,0.9675336521142948
915,90550,0.96915696950858
916,90630,0.970699121033151
917,90730,0.9721641649814935
918,90840,0.9735559567324188
919,91050,0.9748781588957979
920,91220,0.976134250951008
921,91230,0.9773275384034577
922,91550,0.9684611620793312
923,91560,0.9700381039753646
924,91620,0.9715361987765964
925,92140,0.9729593888377666
926,92160,0.9743114193958783
927,92230,0.9755958484260844
928,92260,0.9768160560047802
929,92330,0.9779752532045412
930,92600,0.9790764905443141
931,92810,0.9801226660170984
932,92910,0.9811165327162434
933,93070,0.9820607060804313
934,93090,0.9829576707764097
935,93110,0.9838097872375893
936,93160,0.9846192978757098
937,93480,0.9853883329819243
938,93530,0.9861189163328281
939,93640,0.9868129705161867
940,93650,0.9874723219903774
941,93660,0.9880987058908585
942,93690,0.9886937705963156
943,93850,0.9892590820664998
944,94120,0.9897961279631748
945,94150,0.9903063215650161
946,94350,0.9907910054867652
947,94410,0.991251455212427
948,94420,0.9916888824518056
949,94680,0.9921044383292154
950,94750,0.9924992164127546
951,94820,0.992874255592117
952,95150,0.9932305428125111
953,95180,0.9935690156718856
954,95370,0.9938905648882913
955,95380,0.9941960366438768
956,95470,0.994486234811683
957,95540,0.9947619230710988
958,95570,0.9950238269175439
959,95640,0.9952726355716667
960,95670,0.9955090037930834
961,95860,0.9957335536034292
962,95890,0.9959468759232577
963,96000,0.9961495321270948
964,96110,0.9963420555207401
965,96210,0.9965249527447031
966,96230,0.9966987051074679
967,96240,0.9968637698520946
968,96270,0.9970205813594899
969,96510,0.9971695522915154
970,96560,0.9973110746769396
971,96570,0.987445521539139
972,96610,0.988073245462182
973,96800,0.9886695831890729
974,96810,0.9892361040296193
975,96900,0.9897742988281383
976,96980,0.9902855838867314
977,97100,0.9907713046923948
978,97470,0.9912327394577751
979,97500,0.9916711024848863
980,97590,0.992087547360642
981,97600,0.9924831699926099
982,97660,0.9928590114929794
983,97680,0.9932160609183305
984,97770,0.9935552578724139
985,98120,0.9938774949787933
986,98170,0.9941836202298536
987,98400,0.994474439218361
988,98430,0.9947507172574429
989,98460,0.9850131819906172
990,98550,0.9857625228910863
991,98830,0.986474396746532
992,99070,0.9871506769092054
993,99170,0.9877931430637452
994,99720,0.9884034859105579
995,99780,0.9889833116150301
996,99820,0.9895341460342786
997,99850,0.9800574393286111
998,99960,0.9810545673621806
999,99990,0.9820018389940716
